Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,Shelter Repair Beneficiaries Selected,"First Distribution (6,000 PHP)","Second Distribution (4,000 PHP)",CGI,Shelter Repair Closeout / Completed,Shelter Tool Kits,Sanitation Kits,Core Shelter Beneficiaries Selected,Relocation Beneficiaries Selected,Construction Started,Wooden Core Shelter Completed,Half-Concrete Core Shelter Completed,Relocation Completed,Core Shelter PDM,Relocation PDM,Training- Skilled Labour
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,,41915,,,,,,,,-1,,,,,,,,
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,,41929,,,,,,,,1,,,,,,,,
PH063000000,PH063001000,PH063001014,British Red Cross,Iloilo,Ajuy,Nasidman,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001015,British Red Cross,Iloilo,Ajuy,Pantalan Nabaye,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001016,British Red Cross,Iloilo,Ajuy,Pantalan Navarro,,41901,8,,,,,,,13,,,,,,,,
PH063000000,PH063001000,PH063001016,British Red Cross,Iloilo,Ajuy,Pantalan Navarro,,41922,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,,41908,35,,,,,,,5,,,,,,,,
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,,41915,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,,41901,,,,,,,,,,1,1,,,,,
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,,41908,48,,,,,,,71,,,,,,,,
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,,41922,-3,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001019,British Red Cross,Iloilo,Ajuy,Pinantan Diel,,41901,29,,,,,,,31,,,,,,,,
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,,41901,23,,,,,,,25,,,,,,,,
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,,41922,2,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,,41901,73,,,,,,,56,,,,,,,,
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,,41922,1,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,,41929,,,,,,,,1,,,,,,,,
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,41901,,,,,,,,,,1,1,,,,,
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,41908,73,,,,,,,51,,,,,,,,
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,41922,8,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,41929,,,,,,,,7,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41901,,,,,,,,,,1,1,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41908,127,,,,,,,41,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41915,,,,,,,,-4,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41929,,127,,20,,,,1,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41936,,,,107,,,,,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41943,,,127,,127,,,,,,,,,,,
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,,41908,44,,,,,,,43,,,,,,,,
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,,41915,1,,,,,,,1,,,,,,,,
PH063000000,PH063001000,PH063001025,British Red Cross,Iloilo,Ajuy,Punta Buri,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001026,British Red Cross,Iloilo,Ajuy,Rojas,,41901,30,,,,,,,0,,,,,,,,
PH063000000,PH063001000,PH063001026,British Red Cross,Iloilo,Ajuy,Rojas,,41908,,,,,,,,56,,,,,,,,
PH063000000,PH063001000,PH063001026,British Red Cross,Iloilo,Ajuy,Rojas,,41915,,,,,,,,-56,,,,,,,,
PH063000000,PH063001000,PH063001026,British Red Cross,Iloilo,Ajuy,Rojas,,41922,1,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41901,,,,,,,,,,1,1,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41908,123,,,,,,,43,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41915,1,,,,,,,11,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41922,1,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41929,,125,,2,,,,2,,1,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41936,,,,123,,,,,,3,1,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41943,,,125,,125,,,,,3,1,,,,,
PH063000000,PH063001000,PH063001029,British Red Cross,Iloilo,Ajuy,Santo Rosario,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001028,British Red Cross,Iloilo,Ajuy,Silagon,,41901,87,,,,,,,31,,5,5,,,,,
PH063000000,PH063001000,PH063001028,British Red Cross,Iloilo,Ajuy,Silagon,,41915,1,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001028,British Red Cross,Iloilo,Ajuy,Silagon,,41922,-1,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001030,British Red Cross,Iloilo,Ajuy,Tagubanhan,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001030,British Red Cross,Iloilo,Ajuy,Tagubanhan,,41915,53,,,,,,,52,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,41901,,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,41908,54,,,,,,,26,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,41915,3,,,,,,,2,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,41922,2,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,41929,,,,,,,,3,,,,,,,,
PH063000000,PH063001000,PH063001032,British Red Cross,Iloilo,Ajuy,Tanduyan,,41901,46,,,,,,,44,,,,,,,,
PH063000000,PH063001000,PH063001033,British Red Cross,Iloilo,Ajuy,Tipacla,,41901,98,,,,,,,50,,,,,,,,
PH063000000,PH063001000,PH063001033,British Red Cross,Iloilo,Ajuy,Tipacla,,41922,1,,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001034,British Red Cross,Iloilo,Ajuy,Tubogan,,41901,28,,,,,,,38,,,,,,,,
PH063000000,PH063001000,PH063001034,British Red Cross,Iloilo,Ajuy,Tubogan,,41929,,,,,,,,1,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,41901,44,,,,,,,44,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,41908,17,,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,41929,,56,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,41936,,,,61,,,,,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,41943,,,,,,,,-44,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,41901,15,,,,,,,14,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,41929,,15,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,41936,,,,15,,,,,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,41943,,,,,,,,-14,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,41901,118,,,,,,,44,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,41929,,113,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,41936,,,,118,,,,,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,41943,,,,,,,,-44,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,41901,35,,,,,,,33,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,41929,,35,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,41936,,,,35,,,,,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,41943,,,,,,,,-33,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,41901,80,,,,,,,36,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,41929,,79,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,41936,,,,79,,,,,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,41943,,,,,,,,-36,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,41901,60,,,,,,,60,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,41929,,60,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,41936,,,,60,,,,,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,41943,,,,,,,,-60,,,,,,,,
PH063000000,PH063005000,PH063005007,British Red Cross,Iloilo,Balasan,Dolores,,41901,19,,,,,,,10,,,,,,,,
PH063000000,PH063005000,PH063005007,British Red Cross,Iloilo,Balasan,Dolores,,41908,,,,,,,,1,,,,,,,,
PH063000000,PH063005000,PH063005007,British Red Cross,Iloilo,Balasan,Dolores,,41929,,12,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005007,British Red Cross,Iloilo,Balasan,Dolores,,41936,,,,21,,,,,,,,,,,,
PH063000000,PH063005000,PH063005007,British Red Cross,Iloilo,Balasan,Dolores,,41943,,,,,,,,-11,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,41901,53,,,,,,,43,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,41915,2,,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,41929,,54,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,41936,,,,55,,,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,41943,,,,,,,,-43,,,,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,41901,121,,,,,,,32,,1,1,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,41929,,116,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,41936,,,,117,,,,,,-1,-1,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,41943,,,116,,116,,,-32,,1,1,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,41901,71,,,,,,,40,,,,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,41929,,71,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,41936,,-4,,71,,,,,,,,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,41943,,,,,,,,-40,,,,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,41901,137,,,,,,,80,,1,1,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,41915,,,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,41929,,136,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,41936,,,,,,,,,,-1,-1,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,41943,,,135,136,135,,,-80,,1,1,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,41901,59,,,,,,,19,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,41915,,,,,,,,-1,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,41929,,59,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,41936,,,,59,,,,,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,41943,,,,,,,,-18,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,41901,119,,,,,,,99,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,41908,,,,,,,,3,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,41915,3,,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,41929,,119,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,41936,,-2,,122,,,,,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,41943,,,,,,,,-102,,,,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,41901,146,,,,,,,48,,1,1,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,41929,,144,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,41936,,-1,,145,,,,,,-1,-1,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,41943,,,142,,143,,,-48,,1,1,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,41901,109,,,,,,,84,,1,1,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,41915,1,,,,,,,-1,,,,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,41929,,104,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,41936,,1,,110,,,,,,-1,-1,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,41943,,,105,,105,,,-83,,1,1,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,41901,82,,,,,,,19,,,,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,41929,,78,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,41936,,,,78,,,,,,,,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,41943,,,,,,,,-19,,,,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,41901,47,,,,,,,18,,1,1,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,41929,,47,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,41936,,,,47,,,,,,-1,-1,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,41943,,,,,,,,-18,,1,1,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,41901,66,,,,,,,31,,,,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,41929,,66,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,41936,,-1,,65,,,,,,,,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,41943,,,,,,,,-31,,,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41901,115,,,,,,,66,,,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41908,,,,,,,,,,3,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41915,,,,,,,,1,,,2,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41922,,,,,,,,,,,1,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41929,,113,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41936,,,,115,,,,,,-3,-3,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,41943,,,113,,113,,,-67,,3,3,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,41901,40,,,,,,,59,,,,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,41929,,40,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,41936,,,,40,,,,,,,,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,41943,,,,,,,,-59,,,,,,,,
PH083700000,PH083702000,PH083702001,American Red Cross,Leyte,Alangalang,Aslum,,41915,,,,,,,,,,,,,,,,
PH083700000,PH083702000,PH083702002,American Red Cross,Leyte,Alangalang,Astorga (Burabod),,41915,,,,,,,,1,,,,,,,,
PH083700000,PH083702000,PH083702002,American Red Cross,Leyte,Alangalang,Astorga (Burabod),,41936,,,,,,,,,,1,,,,,,
PH083700000,PH083702000,PH083702024,American Red Cross,Leyte,Alangalang,Hubang,,41915,,,,,,,,1,,,,,,,,
PH083700000,PH083702000,PH083702024,American Red Cross,Leyte,Alangalang,Hubang,,41936,,,,,,,,,,1,,,,,,
PH083700000,PH083702000,PH083702033,American Red Cross,Leyte,Alangalang,PeÐalosa,,41915,,,,,,,,,,,,,,,,
PH083700000,PH083702000,PH083702043,American Red Cross,Leyte,Alangalang,Santiago,,41915,,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706001,IFRC,Leyte,Barugo,Abango,,41915,61,,,,,,,59,,,,,,,,
PH083700000,PH083706000,PH083706001,IFRC,Leyte,Barugo,Abango,,41929,,61,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706001,IFRC,Leyte,Barugo,Abango,,41943,,,60,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706005,IFRC,Leyte,Barugo,Balud,,41915,48,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706005,IFRC,Leyte,Barugo,Balud,,41929,,48,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706005,IFRC,Leyte,Barugo,Balud,,41943,,,48,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41828,77,,,77,,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41831,,57,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41873,,,57,,57,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41901,,17,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41901,,,,,,,,85,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41915,,,,,20,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41922,,,,,,,,,,37,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41929,,,,,,,,,,3,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41936,,,,,,,,,,28,,10,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41943,,,,,,,,,,17,,27,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41823,,,,,,,,24,,5,,5,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41827,33,,,33,,,,,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41831,,26,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41873,,,26,,26,,,,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41901,,6,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41915,,,,,,,,-1,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41943,,,,,7,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41828,58,,,58,,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41831,,57,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41873,,,57,,57,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41901,,,,,,,,28,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41915,1,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41922,-1,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41936,1,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706008,IFRC,Leyte,Barugo,Busay,,41943,,,,,1,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,41828,60,,,60,,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,41831,,48,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,41873,,,48,,48,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,41901,,,,,,,,31,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,41915,,12,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,41943,,,,,12,,,,,,,,,,,
PH083700000,PH083706000,PH083706009,IFRC,Leyte,Barugo,Cabolo-an,,41915,22,,,22,,,,20,,,,,,,,
PH083700000,PH083706000,PH083706009,IFRC,Leyte,Barugo,Cabolo-an,,41929,,22,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41828,57,,,57,,,,,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41831,,50,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41873,,,51,,50,,,,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41901,,1,,,1,,,,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41901,,,,,,,,49,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41915,,6,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706010,IFRC,Leyte,Barugo,Calingcaguing,,41943,,,,,6,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41827,18,,,18,,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41831,,9,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41873,,,9,,9,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41901,,,,,,,,40,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41915,1,9,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41922,-1,,,,,,,,,19,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41929,,,,,,,,,,1,,3,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41936,1,,,,,,,,,20,,16,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41943,,,,,9,,,,,,,2,,,,
PH083700000,PH083706000,PH083706012,IFRC,Leyte,Barugo,Canomantag,,41828,48,,,48,,,,,,,,,,,,
PH083700000,PH083706000,PH083706012,IFRC,Leyte,Barugo,Canomantag,,41831,,42,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706012,IFRC,Leyte,Barugo,Canomantag,,41901,,6,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706012,IFRC,Leyte,Barugo,Canomantag,,41901,,,42,,42,,,,,,,,,,,
