Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,HH Support Beneficiaries Selected,First Installment,Second Installment,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Selection of Enterprise,Beneficiary Submitted Business Plan,Enterprise Support Completed (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
PH082600000,PH082608000,PH082608012,ICRC,Eastern Samar,Giporlos,Parina,,9/26/14,43,43,43,,,,,,,,,,
PH082600000,PH082608000,PH082608013,ICRC,Eastern Samar,Giporlos,Paya,,9/26/14,27,27,27,,,,,,,,,,
PH082600000,PH082608000,PH082608015,ICRC,Eastern Samar,Giporlos,President Roxas,,8/1/14,40,40,40,,,,,,,,,,
PH082600000,PH082608000,PH082608020,ICRC,Eastern Samar,Giporlos,San Isidro (Malabag),,9/26/14,46,46,46,,,,,,,,,,
PH082600000,PH082608000,PH082608017,ICRC,Eastern Samar,Giporlos,San Miguel,,8/1/14,36,36,36,,,,,,,,,,
PH082600000,PH082608000,PH082608018,ICRC,Eastern Samar,Giporlos,Santa Cruz (Cansingkol),,8/1/14,26,26,26,,,,,,,,,,
PH082600000,PH082609000,PH082609001,ICRC,Eastern Samar,Guiuan,Alingarog,,8/1/14,24,24,24,,,,,,,,,,
PH082600000,PH082609000,PH082609003,ICRC,Eastern Samar,Guiuan,Banaag,,9/26/14,27,27,27,,,,,,,,,,
PH082600000,PH082609000,PH082609005,ICRC,Eastern Samar,Guiuan,Baras,,8/1/14,98,98,98,,,,,,,,,,
PH082600000,PH082609000,PH082609006,ICRC,Eastern Samar,Guiuan,Barbo,,8/1/14,53,53,53,,,,,,,,,,
PH082600000,PH082609000,PH082609007,ICRC,Eastern Samar,Guiuan,Bitaugan,,8/1/14,61,61,61,,,,,,,,,,
PH082600000,PH082609000,PH082609007,ICRC,Eastern Samar,Guiuan,Bitaugan,,9/26/14,44,44,44,,,,,,,,,,
PH082600000,PH082609000,PH082609009,ICRC,Eastern Samar,Guiuan,Bucao,,8/1/14,23,23,23,,,,,,,,,,
PH082600000,PH082609000,PH082609010,ICRC,Eastern Samar,Guiuan,Buenavista,,9/26/14,24,24,24,,,,,,,,,,
PH082600000,PH082609000,PH082609008,ICRC,Eastern Samar,Guiuan,Bungtod,,8/1/14,70,70,70,,,,,,,,,,
PH082600000,PH082609000,PH082609011,ICRC,Eastern Samar,Guiuan,Cagdara-o,,8/1/14,55,55,55,,,,,,,,,,
PH082600000,PH082609000,PH082609012,ICRC,Eastern Samar,Guiuan,Cagusu-an,,8/1/14,52,52,52,,,,,,,,,,
PH082600000,PH082609000,PH082609012,ICRC,Eastern Samar,Guiuan,Cagusu-an,,9/26/14,57,57,57,,,,,,,,,,
PH082600000,PH082609000,PH082609013,ICRC,Eastern Samar,Guiuan,Camparang,,9/26/14,25,25,25,,,,,,,,,,
PH082600000,PH082609000,PH082609014,ICRC,Eastern Samar,Guiuan,Campoyong,,8/1/14,106,106,106,,,,,,,,,,
PH082600000,PH082609000,PH082609014,ICRC,Eastern Samar,Guiuan,Campoyong,,9/26/14,1,1,1,,,,,,,,,,
PH082600000,PH082609000,PH082609058,ICRC,Eastern Samar,Guiuan,Canawayon,,8/1/14,22,22,22,,,,,,,,,,
PH082600000,PH082609000,PH082609058,ICRC,Eastern Samar,Guiuan,Canawayon,,9/26/14,51,51,51,,,,,,,,,,
PH082600000,PH082609000,PH082609015,ICRC,Eastern Samar,Guiuan,Cantahay,,8/1/14,7,7,7,,,,,,,,,,
PH082600000,PH082609000,PH082609017,ICRC,Eastern Samar,Guiuan,Casuguran,,8/1/14,78,78,78,,,,,,,,,,
PH082600000,PH082609000,PH082609017,ICRC,Eastern Samar,Guiuan,Casuguran,,9/26/14,75,75,75,,,,,,,,,,
PH082600000,PH082609000,PH082609019,ICRC,Eastern Samar,Guiuan,Culasi,,8/1/14,42,42,42,,,,,,,,,,
PH082600000,PH082609000,PH082609019,ICRC,Eastern Samar,Guiuan,Culasi,,9/26/14,44,44,44,,,,,,,,,,
PH082600000,PH082609000,PH082609059,ICRC,Eastern Samar,Guiuan,Dalaragan,,8/1/14,26,26,26,,,,,,,,,,
PH082600000,PH082609000,PH082609059,ICRC,Eastern Samar,Guiuan,Dalaragan,,9/26/14,1,1,1,,,,,,,,,,
PH082600000,PH082609000,PH082609024,ICRC,Eastern Samar,Guiuan,Habag,,8/1/14,22,22,22,,,,,,,,,,
PH082600000,PH082609000,PH082609024,ICRC,Eastern Samar,Guiuan,Habag,,9/26/14,64,64,64,,,,,,,,,,
PH082600000,PH082609000,PH082609025,ICRC,Eastern Samar,Guiuan,Hamorawon,,9/26/14,37,37,37,,,,,,,,,,
PH082600000,PH082609000,PH082609061,ICRC,Eastern Samar,Guiuan,Hollywood,,8/1/14,109,109,109,,,,,,,,,,
PH082600000,PH082609000,PH082609026,ICRC,Eastern Samar,Guiuan,Inapulangan,,8/1/14,33,33,33,,,,,,,,,,
PH082600000,PH082609000,PH082609026,ICRC,Eastern Samar,Guiuan,Inapulangan,,9/26/14,95,95,95,,,,,,,,,,
PH082600000,PH082609000,PH082609028,ICRC,Eastern Samar,Guiuan,Lupok (Pob.),,8/1/14,56,56,56,,,,,,,,,,
PH082600000,PH082609000,PH082609030,ICRC,Eastern Samar,Guiuan,Ngolos,,8/1/14,119,119,119,,,,,,,,,,
PH082600000,PH082609000,PH082609031,ICRC,Eastern Samar,Guiuan,Pagbabangnan,,8/1/14,56,56,56,,,,,,,,,,
PH082600000,PH082609000,PH082609031,ICRC,Eastern Samar,Guiuan,Pagbabangnan,,9/26/14,36,36,36,,,,,,,,,,
PH082600000,PH082609000,PH082609032,ICRC,Eastern Samar,Guiuan,Pagnamitan,,8/1/14,66,66,66,,,,,,,,,,
PH082600000,PH082609000,PH082609033,ICRC,Eastern Samar,Guiuan,Poblacion Ward 1,,8/1/14,3,3,3,,,,,,,,,,
PH082600000,PH082609000,PH082609020,ICRC,Eastern Samar,Guiuan,Poblacion Ward 10,,8/1/14,28,28,28,,,,,,,,,,
PH082600000,PH082609000,PH082609035,ICRC,Eastern Samar,Guiuan,Poblacion Ward 11,,8/1/14,49,49,49,,,,,,,,,,
PH082600000,PH082609000,PH082609037,ICRC,Eastern Samar,Guiuan,Poblacion Ward 3,,8/1/14,7,7,7,,,,,,,,,,
PH082600000,PH082609000,PH082609039,ICRC,Eastern Samar,Guiuan,Poblacion Ward 5,,8/1/14,33,33,33,,,,,,,,,,
PH082600000,PH082609000,PH082609040,ICRC,Eastern Samar,Guiuan,Poblacion Ward 6,,8/1/14,99,99,99,,,,,,,,,,
PH082600000,PH082609000,PH082609041,ICRC,Eastern Samar,Guiuan,Poblacion Ward 7,,8/1/14,29,29,29,,,,,,,,,,
PH082600000,PH082609000,PH082609043,ICRC,Eastern Samar,Guiuan,Poblacion Ward 9,,8/1/14,37,37,37,,,,,,,,,,
PH082600000,PH082609000,PH082609044,ICRC,Eastern Samar,Guiuan,Salug,,8/1/14,59,59,59,,,,,,,,,,
PH082600000,PH082609000,PH082609045,ICRC,Eastern Samar,Guiuan,San Antonio,,9/26/14,22,22,22,,,,,,,,,,
PH082600000,PH082609000,PH082609046,ICRC,Eastern Samar,Guiuan,San Jose,,8/1/14,1,1,1,,,,,,,,,,
PH082600000,PH082609000,#N/A,ICRC,Eastern Samar,Guiuan,San Jose (Manicani),,9/26/14,7,7,7,,,,,,,,,,
PH082600000,PH082609000,PH082609062,ICRC,Eastern Samar,Guiuan,San Juan,,9/26/14,42,42,42,,,,,,,,,,
PH082600000,PH082609000,PH082609047,ICRC,Eastern Samar,Guiuan,San Pedro,,9/26/14,72,72,72,,,,,,,,,,
PH082600000,PH082609000,PH082609063,ICRC,Eastern Samar,Guiuan,Santo Ni_o,,8/1/14,12,12,12,,,,,,,,,,
PH082600000,PH082609000,PH082609048,ICRC,Eastern Samar,Guiuan,Sapao,,8/1/14,40,40,40,,,,,,,,,,
PH082600000,PH082609000,PH082609051,ICRC,Eastern Samar,Guiuan,Suluan,,8/1/14,170,170,170,,,,,,,,,,
PH082600000,PH082609000,PH082609051,ICRC,Eastern Samar,Guiuan,Suluan,,9/26/14,122,122,122,,,,,,,,,,
PH082600000,PH082609000,PH082609054,ICRC,Eastern Samar,Guiuan,Taytay,,8/1/14,74,74,74,,,,,,,,,,
PH082600000,PH082609000,PH082609054,ICRC,Eastern Samar,Guiuan,Taytay,,9/26/14,1,1,1,,,,,,,,,,
PH082600000,PH082609000,PH082609056,ICRC,Eastern Samar,Guiuan,Trinidad,,9/26/14,28,28,28,,,,,,,,,,
PH082600000,PH082609000,PH082609057,ICRC,Eastern Samar,Guiuan,Victory Island,,9/26/14,43,43,43,,,,,,,,,,
PH082600000,PH082610000,PH082610008,ICRC,Eastern Samar,Hernani,Barangay 1 (Pob.),,9/26/14,32,32,32,,,,,,,,,,
PH082600000,PH082610000,PH082610009,ICRC,Eastern Samar,Hernani,Barangay 2 (Pob.),,9/26/14,28,28,28,,,,,,,,,,
PH082600000,PH082610000,PH082610010,ICRC,Eastern Samar,Hernani,Barangay 3 (Pob.),,9/26/14,23,23,23,,,,,,,,,,
PH082600000,PH082610000,PH082610011,ICRC,Eastern Samar,Hernani,Barangay 4 (Pob.),,9/26/14,97,97,97,,,,,,,,,,
PH082600000,PH082610000,PH082610001,ICRC,Eastern Samar,Hernani,Batang,,9/26/14,25,25,25,,,,,,,,,,
PH082600000,PH082610000,PH082610002,ICRC,Eastern Samar,Hernani,Cacatmonan,,8/1/14,22,22,22,,,,,,,,,,
PH082600000,PH082610000,PH082610004,ICRC,Eastern Samar,Hernani,Canciledes,,9/26/14,11,11,11,,,,,,,,,,
PH082600000,PH082610000,PH082610005,ICRC,Eastern Samar,Hernani,Carmen,,9/26/14,41,41,41,,,,,,,,,,
PH082600000,PH082610000,PH082610003,ICRC,Eastern Samar,Hernani,Garawon,,9/26/14,85,85,85,,,,,,,,,,
PH082600000,PH082610000,PH082610006,ICRC,Eastern Samar,Hernani,Nagaja,,9/26/14,28,28,28,,,,,,,,,,
PH082600000,PH082610000,PH082610007,ICRC,Eastern Samar,Hernani,Padang,,9/26/14,30,30,30,,,,,,,,,,
PH082600000,PH082610000,PH082610012,ICRC,Eastern Samar,Hernani,San Isidro,,9/26/14,19,19,19,,,,,,,,,,
PH082600000,PH082610000,PH082610013,ICRC,Eastern Samar,Hernani,San Miguel,,9/26/14,101,101,101,,,,,,,,,,
PH082600000,PH082616000,PH082616002,ICRC,Eastern Samar,Mercedes,Banuyo,,8/1/14,25,25,25,,,,,,,,,,
PH082600000,PH082616000,PH082616002,ICRC,Eastern Samar,Mercedes,Banuyo,,9/26/14,8,8,8,,,,,,,,,,
PH082600000,PH082616000,PH082616003,ICRC,Eastern Samar,Mercedes,Bobon,,8/1/14,11,11,11,,,,,,,,,,
PH082600000,PH082616000,PH082616003,ICRC,Eastern Samar,Mercedes,Bobon,,9/26/14,16,16,16,,,,,,,,,,
PH082600000,PH082616000,PH082616005,ICRC,Eastern Samar,Mercedes,Buyayawon,,8/1/14,37,37,37,,,,,,,,,,
PH082600000,PH082616000,PH082616005,ICRC,Eastern Samar,Mercedes,Buyayawon,,9/26/14,15,15,15,,,,,,,,,,
PH082600000,PH082616000,PH082616007,ICRC,Eastern Samar,Mercedes,Cambante,,8/1/14,25,25,25,,,,,,,,,,
PH082600000,PH082616000,PH082616007,ICRC,Eastern Samar,Mercedes,Cambante,,9/26/14,17,17,17,,,,,,,,,,
PH082600000,PH082616000,PH082616015,ICRC,Eastern Samar,Mercedes,Port Kennedy,,8/1/14,6,6,6,,,,,,,,,,
PH082600000,PH082616000,PH082616015,ICRC,Eastern Samar,Mercedes,Port Kennedy,,9/26/14,20,20,20,,,,,,,,,,
PH082600000,PH082616000,PH082616011,ICRC,Eastern Samar,Mercedes,San Jose,,8/1/14,14,14,14,,,,,,,,,,
PH082600000,PH082616000,PH082616011,ICRC,Eastern Samar,Mercedes,San Jose,,9/26/14,9,9,9,,,,,,,,,,
PH082600000,PH082616000,PH082616016,ICRC,Eastern Samar,Mercedes,San Roque,,8/1/14,33,33,33,,,,,,,,,,
PH082600000,PH082616000,PH082616016,ICRC,Eastern Samar,Mercedes,San Roque,,9/26/14,15,15,15,,,,,,,,,,
PH082600000,PH082616000,PH082616012,ICRC,Eastern Samar,Mercedes,Sung-an,,8/1/14,37,37,37,,,,,,,,,,
PH082600000,PH082616000,PH082616012,ICRC,Eastern Samar,Mercedes,Sung-an,,9/26/14,12,12,12,,,,,,,,,,
PH082600000,PH082618000,PH082618023,ICRC,Eastern Samar,Quinapondan,Alang-alang,,9/26/14,8,8,8,,,,,,,,,,
PH082600000,PH082618000,PH082618001,ICRC,Eastern Samar,Quinapondan,Anislag,,8/1/14,76,76,76,,,,,,,,,,
PH082600000,PH082618000,PH082618002,ICRC,Eastern Samar,Quinapondan,Bagte,,9/26/14,29,29,29,,,,,,,,,,
PH082600000,PH082618000,PH082618003,ICRC,Eastern Samar,Quinapondan,Barangay No. 1 (Pob.),,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082618000,PH082618004,ICRC,Eastern Samar,Quinapondan,Barangay No. 2 (Pob.),,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082618000,PH082618005,ICRC,Eastern Samar,Quinapondan,Barangay No. 3 (Pob.),,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082618000,PH082618006,ICRC,Eastern Samar,Quinapondan,Barangay No. 4 (Pob.),,9/26/14,1,1,1,,,,,,,,,,
PH082600000,PH082618000,PH082618025,ICRC,Eastern Samar,Quinapondan,Barangay No. 7 (Pob.),,9/26/14,1,1,1,,,,,,,,,,
PH082600000,PH082618000,PH082618008,ICRC,Eastern Samar,Quinapondan,Buenavista,,9/26/14,55,55,55,,,,,,,,,,
PH082600000,PH082618000,PH082618010,ICRC,Eastern Samar,Quinapondan,Cagdaja,,8/1/14,25,25,25,,,,,,,,,,
PH082600000,PH082618000,PH082618011,ICRC,Eastern Samar,Quinapondan,Cambilla,,8/1/14,36,36,36,,,,,,,,,,
PH082600000,PH082618000,PH082618012,ICRC,Eastern Samar,Quinapondan,Cantenio,,8/1/14,14,14,14,,,,,,,,,,
PH082600000,PH082618000,PH082618009,ICRC,Eastern Samar,Quinapondan,Mabini (Caculangan),,8/1/14,20,20,20,,,,,,,,,,
PH082600000,PH082618000,PH082618009,ICRC,Eastern Samar,Quinapondan,Mabini (Caculangan),,9/26/14,7,7,7,,,,,,,,,,
PH082600000,PH082618000,PH082618014,ICRC,Eastern Samar,Quinapondan,Naga,,9/26/14,49,49,49,,,,,,,,,,
PH082600000,PH082618000,PH082618022,ICRC,Eastern Samar,Quinapondan,Palactad (Valley),,8/1/14,25,25,25,,,,,,,,,,
PH082600000,PH082618000,PH082618022,ICRC,Eastern Samar,Quinapondan,Palactad (Valley),,9/26/14,12,12,12,,,,,,,,,,
PH082600000,PH082618000,PH082618016,ICRC,Eastern Samar,Quinapondan,Rizal (Pana-ugan),,8/1/14,42,42,42,,,,,,,,,,
PH082600000,PH082618000,PH082618016,ICRC,Eastern Samar,Quinapondan,Rizal (Pana-ugan),,9/26/14,7,7,7,,,,,,,,,,
PH082600000,PH082618000,PH082618026,ICRC,Eastern Samar,Quinapondan,San Isidro,,8/1/14,24,24,24,,,,,,,,,,
PH082600000,PH082618000,PH082618018,ICRC,Eastern Samar,Quinapondan,San Vicente,,8/1/14,43,43,43,,,,,,,,,,
PH082600000,PH082618000,PH082618019,ICRC,Eastern Samar,Quinapondan,Santa Cruz (Loro Diyo),,8/1/14,87,87,87,,,,,,,,,,
PH082600000,PH082618000,PH082618019,ICRC,Eastern Samar,Quinapondan,Santa Cruz (Loro Diyo),,9/26/14,17,17,17,,,,,,,,,,
PH082600000,PH082618000,PH082618020,ICRC,Eastern Samar,Quinapondan,Santa Margarita,,9/26/14,76,76,76,,,,,,,,,,
PH082600000,PH082618000,PH082618021,ICRC,Eastern Samar,Quinapondan,Santo Ni_o,,9/26/14,87,87,87,,,,,,,,,,
PH082600000,PH082619000,PH082619001,ICRC,Eastern Samar,Salcedo,Abejao,,8/1/14,52,52,52,,,,,,,,,,
PH082600000,PH082619000,PH082619001,ICRC,Eastern Samar,Salcedo,Abejao,,9/26/14,16,16,16,,,,,,,,,,
PH082600000,PH082619000,PH082619002,ICRC,Eastern Samar,Salcedo,Alog,,8/1/14,22,22,22,,,,,,,,,,
PH082600000,PH082619000,PH082619003,ICRC,Eastern Samar,Salcedo,Asgad,,8/1/14,21,21,21,,,,,,,,,,
PH082600000,PH082619000,PH082619004,ICRC,Eastern Samar,Salcedo,Bagtong,,8/1/14,61,61,61,,,,,,,,,,
PH082600000,PH082619000,PH082619005,ICRC,Eastern Samar,Salcedo,Balud,,8/1/14,27,27,27,,,,,,,,,,
PH082600000,PH082619000,PH082619016,ICRC,Eastern Samar,Salcedo,Barangay 10 (Pob.),,8/1/14,1,1,1,,,,,,,,,,
PH082600000,PH082619000,PH082619017,ICRC,Eastern Samar,Salcedo,Barangay 11 (Pob.),,8/1/14,10,10,10,,,,,,,,,,
PH082600000,PH082619000,PH082619018,ICRC,Eastern Samar,Salcedo,Barangay 12 (Pob.),,8/1/14,9,9,9,,,,,,,,,,
PH082600000,PH082619000,PH082619007,ICRC,Eastern Samar,Salcedo,Barangay 13 (Pob.),,8/1/14,15,15,15,,,,,,,,,,
PH082600000,PH082619000,PH082619008,ICRC,Eastern Samar,Salcedo,Barangay 2 (Pob.),,8/1/14,26,26,26,,,,,,,,,,
PH082600000,PH082619000,PH082619009,ICRC,Eastern Samar,Salcedo,Barangay 3 (Pob.),,8/1/14,1,1,1,,,,,,,,,,
PH082600000,PH082619000,PH082619010,ICRC,Eastern Samar,Salcedo,Barangay 4 (Pob.),,8/1/14,2,2,2,,,,,,,,,,
PH082600000,PH082619000,PH082619011,ICRC,Eastern Samar,Salcedo,Barangay 5 (Pob.),,8/1/14,1,1,1,,,,,,,,,,
PH082600000,PH082619000,PH082619013,ICRC,Eastern Samar,Salcedo,Barangay 7 (Pob.),,8/1/14,73,73,73,,,,,,,,,,
PH082600000,PH082619000,PH082619020,ICRC,Eastern Samar,Salcedo,Buabua,,8/1/14,41,41,41,,,,,,,,,,
PH082600000,PH082619000,PH082619021,ICRC,Eastern Samar,Salcedo,Burak,,8/1/14,57,57,57,,,,,,,,,,
PH082600000,PH082619000,PH082619022,ICRC,Eastern Samar,Salcedo,Butig,,8/1/14,21,21,21,,,,,,,,,,
PH082600000,PH082619000,PH082619023,ICRC,Eastern Samar,Salcedo,Cagaut,,8/1/14,59,59,59,,,,,,,,,,
PH082600000,PH082619000,PH082619023,ICRC,Eastern Samar,Salcedo,Cagaut,,9/26/14,32,32,32,,,,,,,,,,
PH082600000,PH082619000,PH082619024,ICRC,Eastern Samar,Salcedo,Camanga,,8/1/14,57,57,57,,,,,,,,,,
PH082600000,PH082619000,PH082619024,ICRC,Eastern Samar,Salcedo,Camanga,,9/26/14,26,26,26,,,,,,,,,,
PH082600000,PH082619000,PH082619025,ICRC,Eastern Samar,Salcedo,Cantomoja,,8/1/14,42,42,42,,,,,,,,,,
PH082600000,PH082619000,PH082619025,ICRC,Eastern Samar,Salcedo,Cantomoja,,9/26/14,13,13,13,,,,,,,,,,
PH082600000,PH082619000,PH082619026,ICRC,Eastern Samar,Salcedo,Carapdapan,,8/1/14,18,18,18,,,,,,,,,,
PH082600000,PH082619000,PH082619026,ICRC,Eastern Samar,Salcedo,Carapdapan,,9/26/14,17,17,17,,,,,,,,,,
PH082600000,PH082619000,PH082619029,ICRC,Eastern Samar,Salcedo,Iberan,,8/1/14,33,33,33,,,,,,,,,,
PH082600000,PH082619000,PH082619030,ICRC,Eastern Samar,Salcedo,Jagnaya,,8/1/14,12,12,12,,,,,,,,,,
PH082600000,PH082619000,PH082619031,ICRC,Eastern Samar,Salcedo,Lusod,,8/1/14,31,31,31,,,,,,,,,,
PH082600000,PH082619000,PH082619032,ICRC,Eastern Samar,Salcedo,Malbog,,8/1/14,26,26,26,,,,,,,,,,
PH082600000,PH082619000,PH082619033,ICRC,Eastern Samar,Salcedo,Maliwaliw,,8/1/14,56,56,56,,,,,,,,,,
PH082600000,PH082619000,PH082619033,ICRC,Eastern Samar,Salcedo,Maliwaliw,,9/26/14,28,28,28,,,,,,,,,,
PH082600000,PH082619000,PH082619035,ICRC,Eastern Samar,Salcedo,Matarinao,,8/1/14,117,117,117,,,,,,,,,,
PH082600000,PH082619000,PH082619051,ICRC,Eastern Samar,Salcedo,Palanas,,8/1/14,56,56,56,,,,,,,,,,
PH082600000,PH082619000,PH082619051,ICRC,Eastern Samar,Salcedo,Palanas,,9/26/14,18,18,18,,,,,,,,,,
PH082600000,PH082619000,PH082619046,ICRC,Eastern Samar,Salcedo,San Roque (Bugay),,8/1/14,20,20,20,,,,,,,,,,
PH082600000,PH082619000,PH082619047,ICRC,Eastern Samar,Salcedo,Santa Cruz,,8/1/14,22,22,22,,,,,,,,,,
PH082600000,PH082619000,PH082619041,ICRC,Eastern Samar,Salcedo,Seguinon,,8/1/14,4,4,4,,,,,,,,,,
PH082600000,PH082619000,PH082619041,ICRC,Eastern Samar,Salcedo,Seguinon,,8/1/14,23,23,23,,,,,,,,,,
PH082600000,PH082619000,PH082619041,ICRC,Eastern Samar,Salcedo,Seguinon,,9/26/14,1,1,1,,,,,,,,,,
PH082600000,PH082619000,PH082619049,ICRC,Eastern Samar,Salcedo,Tacla-on,,8/1/14,23,23,23,,,,,,,,,,
PH082600000,PH082619000,PH082619050,ICRC,Eastern Samar,Salcedo,Tagbacan,,8/1/14,48,48,48,,,,,,,,,,
PH063000000,PH063001000,PH063001001,British Red Cross,Iloilo,Ajuy,Adcadarao,,9/19/14,25,25,,,,,,,,,,,
PH063000000,PH063001000,PH063001001,British Red Cross,Iloilo,Ajuy,Adcadarao,,9/26/14,,,25,,,,,,,,,,
PH063000000,PH063001000,PH063001002,British Red Cross,Iloilo,Ajuy,Agbobolo,,9/19/14,52,52,,,,,,,,,,,
PH063000000,PH063001000,PH063001002,British Red Cross,Iloilo,Ajuy,Agbobolo,,9/26/14,,,52,,,,,,,,,,
PH063000000,PH063001000,PH063001003,British Red Cross,Iloilo,Ajuy,Badiangan,,9/19/14,98,98,,,,,,,,,,,
PH063000000,PH063001000,PH063001003,British Red Cross,Iloilo,Ajuy,Badiangan,,9/26/14,,,98,,,,,,,,,,
PH063000000,PH063001000,PH063001004,British Red Cross,Iloilo,Ajuy,Barrido,,9/19/14,5,5,,,,,,,,,,,
PH063000000,PH063001000,PH063001004,British Red Cross,Iloilo,Ajuy,Barrido,,9/26/14,,,5,,,,,,,,,,
PH063000000,PH063001000,PH063001005,British Red Cross,Iloilo,Ajuy,Bato Biasong,,9/19/14,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001006,British Red Cross,Iloilo,Ajuy,Bay-ang,,9/19/14,7,7,,,,,,,,,,,
PH063000000,PH063001000,PH063001006,British Red Cross,Iloilo,Ajuy,Bay-ang,,9/26/14,,,7,,,,,,,,,,
PH063000000,PH063001000,PH063001007,British Red Cross,Iloilo,Ajuy,Bucana Bunglas,,9/20/14,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001008,British Red Cross,Iloilo,Ajuy,Central,,9/19/14,7,7,,,,,,,,,,,
PH063000000,PH063001000,PH063001008,British Red Cross,Iloilo,Ajuy,Central,,9/26/14,,,7,,,,,,,,,,
PH063000000,PH063001000,PH063001009,British Red Cross,Iloilo,Ajuy,Culasi,,9/19/14,37,37,,,,,,,,,,,
PH063000000,PH063001000,PH063001009,British Red Cross,Iloilo,Ajuy,Culasi,,9/26/14,,,37,,,,,,,,,,
PH063000000,PH063001000,PH063001010,British Red Cross,Iloilo,Ajuy,Lanjagan,,9/19/14,31,31,,,,,,,,,,,
PH063000000,PH063001000,PH063001010,British Red Cross,Iloilo,Ajuy,Lanjagan,,9/26/14,,,31,,,,,,,,,,
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,,9/19/14,131,131,,,,,,,,,,,
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,,9/26/14,,,131,,,,,,,,,,
PH063000000,PH063001000,PH063001012,British Red Cross,Iloilo,Ajuy,Malayu-an,,9/19/14,40,40,,,,,,,,,,,
PH063000000,PH063001000,PH063001012,British Red Cross,Iloilo,Ajuy,Malayu-an,,9/26/14,,,40,,,,,,,,,,
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,,9/19/14,8,8,,,,,,,,,,,
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,,9/26/14,,,8,,,,,,,,,,
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,,9/19/14,9,9,,,,,,,,,,,
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,,9/26/14,,,9,,,,,,,,,,
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,,9/19/14,118,118,,,,,,,,,,,
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,,9/26/14,,,118,,,,,,,,,,
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,,10/3/14,1,1,1,,,,,,,,,,
PH063000000,PH063001000,PH063001019,British Red Cross,Iloilo,Ajuy,Pinantan Diel,,9/19/14,11,11,,,,,,,,,,,
PH063000000,PH063001000,PH063001019,British Red Cross,Iloilo,Ajuy,Pinantan Diel,,9/26/14,,,11,,,,,,,,,,
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,,9/19/14,8,8,,,,,,,,,,,
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,,9/26/14,,,8,,,,,,,,,,
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,,9/19/14,17,17,,,,,,,,,,,
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,,9/26/14,,,17,,,,,,,,,,
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,9/19/14,47,47,,,,,,,,,,,
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,9/26/14,,,47,,,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,9/19/14,39,39,,,,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,9/26/14,,,39,,,,,,,,,,
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,,9/19/14,16,16,,,,,,,,,,,
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,,9/26/14,,,16,,,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,9/19/14,37,37,,,,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,9/26/14,,,37,,,,,,,,,,
PH063000000,PH063001000,PH063001029,British Red Cross,Iloilo,Ajuy,Santo Rosario,,9/26/14,,,118,,,,,,,,,,
PH063000000,PH063001000,PH063001029,British Red Cross,Iloilo,Ajuy,Santo Rosario,,10/3/14,118,118,,,,,,,,,,,
PH063000000,PH063001000,PH063001028,British Red Cross,Iloilo,Ajuy,Silagon,,10/3/14,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,9/19/14,4,4,,,,,,,,,,,
